state,n_features,target_detrending,fold_trend_t_ha_per_year,n_fit_total,n_train,n_es_val,n_dev,n_cal,n_test,neuralcqr_ensemble_weight,lightgbm_ensemble_weight,dev_r2_neural_alone,dev_r2_lgb_alone,dev_r2_selected_blend,dev_rmse_selected_blend,dev_mae_selected_blend,weight_selection_partition,weight_selection_objective,calibration_partition,calibration_threshold_q,nominal_coverage,rmse,mae,r_squared,picp,mpiw,ace,winkler_score,lower_violation_rate,upper_violation_rate,n_covered,n_lower_violations,n_upper_violations,leakage_status
Minnesota,101,Linear_FIT_Only,0.1013,13497,12148,1349,835,3228,2947,0.8,0.2,0.4415,0.3949,0.4448,1.1874,0.9476,LOSO_DEV_2014_2015,Maximize R2 on LOSO DEV,LOSO_CAL_2016_2023,1.3251,0.9,1.6551,1.2723,0.561,0.8521,4.5757,0.0479,7.2832,0.1412,0.0068,2511,416,20,PASS
