test_year,method,GEOID,State,stratum,y,pred,lo,hi
2008,rolling_static_cp,17001,Illinois,Normal,10.7217,9.82703339035483,8.319521996555501,10.764691073413985
2008,rolling_static_cp,17003,Illinois,Normal,9.0288,8.672081069824753,6.639568049752865,9.8548531126037
2008,rolling_static_cp,17005,Illinois,Normal,10.2828,8.82368943992674,7.311345311214032,9.796037863235684
2008,rolling_static_cp,17007,Illinois,Normal,10.5963,10.065805095676996,8.136815377964933,10.848680427627217
2008,rolling_static_cp,17009,Illinois,Normal,9.5304,10.050001120548092,7.87263593666565,10.667608158269582
2008,rolling_static_cp,17011,Illinois,Normal,12.4773,11.096523067456728,9.299287234466535,11.909800943683646
2008,rolling_static_cp,17013,Illinois,Normal,10.0947,9.389667648556312,7.69149703843734,10.457201614306916
2008,rolling_static_cp,17015,Illinois,Normal,11.5995,11.011468179546783,8.837498320625832,11.656934350826198
2008,rolling_static_cp,17017,Illinois,Normal,12.2265,10.862266233236284,8.822940240036617,11.923935683081345
2008,rolling_static_cp,17019,Illinois,Normal,11.0352,10.39303655744728,8.732446448385305,11.159384922265241
2008,rolling_static_cp,17021,Illinois,Normal,12.1011,11.02096960917776,9.17354561361006,12.04457415569548
2008,rolling_static_cp,17023,Illinois,Normal,10.5336,9.692830741664014,7.960776813284908,10.519999526030865
2008,rolling_static_cp,17025,Illinois,Normal,8.3391,8.491607874299582,6.6612642894470575,9.42365680705183
2008,rolling_static_cp,17027,Illinois,Normal,10.2201,8.77690097308369,7.285049354931556,9.772321526235757
2008,rolling_static_cp,17029,Illinois,Normal,10.659,10.228701704060757,8.384531737800932,11.099697149029272
2008,rolling_static_cp,17033,Illinois,Normal,10.2828,8.903916203926181,7.68819996213806,10.049657235230653
2008,rolling_static_cp,17035,Illinois,Normal,10.659,9.633788244012925,8.327407105700672,10.502503733620731
2008,rolling_static_cp,17037,Illinois,Normal,11.8503,10.860531275320573,9.243692786839015,11.928256801263112
2008,rolling_static_cp,17039,Illinois,Normal,11.2233,10.908752304497634,9.029962194402382,11.476474723704925
2008,rolling_static_cp,17041,Illinois,Normal,10.4082,9.708140528838337,8.26991900223764,10.987644874059354
