test_year,method,GEOID,State,stratum,y,pred,lo,hi
2008,rolling_static_cp,17001,Illinois,Normal,10.7217,9.940226489763859,8.319521996555501,10.764691073413985
2008,rolling_static_cp,17003,Illinois,Normal,9.0288,8.616511005192024,6.639568049752865,9.8548531126037
2008,rolling_static_cp,17005,Illinois,Normal,10.2828,8.784035054426186,7.311345311214032,9.796037863235684
2008,rolling_static_cp,17007,Illinois,Normal,10.5963,9.956298782532697,8.136815377964933,10.848680427627217
2008,rolling_static_cp,17009,Illinois,Normal,9.5304,10.106089931536152,7.87263593666565,10.667608158269582
2008,rolling_static_cp,17011,Illinois,Normal,12.4773,10.884560482222746,9.299287234466535,11.909800943683646
2008,rolling_static_cp,17013,Illinois,Normal,10.0947,9.430307228043588,7.69149703843734,10.457201614306916
2008,rolling_static_cp,17015,Illinois,Normal,11.5995,10.91366581093651,8.837498320625832,11.656934350826198
2008,rolling_static_cp,17017,Illinois,Normal,12.2265,10.732925175030879,8.822940240036617,11.923935683081345
2008,rolling_static_cp,17019,Illinois,Normal,11.0352,10.472084948071284,8.732446448385305,11.159384922265241
2008,rolling_static_cp,17021,Illinois,Normal,12.1011,10.968450101039037,9.17354561361006,12.04457415569548
2008,rolling_static_cp,17023,Illinois,Normal,10.5336,9.951480164223264,7.960776813284908,10.519999526030865
2008,rolling_static_cp,17025,Illinois,Normal,8.3391,8.355307325590262,6.6612642894470575,9.42365680705183
2008,rolling_static_cp,17027,Illinois,Normal,10.2201,8.93798242284572,7.285049354931556,9.772321526235757
2008,rolling_static_cp,17029,Illinois,Normal,10.659,10.347078957771823,8.384531737800932,11.099697149029272
2008,rolling_static_cp,17033,Illinois,Normal,10.2828,8.935111566349041,7.68819996213806,10.049657235230653
2008,rolling_static_cp,17035,Illinois,Normal,10.659,9.891413617650004,8.327407105700672,10.502503733620731
2008,rolling_static_cp,17037,Illinois,Normal,11.8503,11.038710051672725,9.243692786839015,11.928256801263112
2008,rolling_static_cp,17039,Illinois,Normal,11.2233,10.683712168116244,9.029962194402382,11.476474723704925
2008,rolling_static_cp,17041,Illinois,Normal,10.4082,9.739229968240453,8.26991900223764,10.987644874059354
2008,rolling_static_cp,17045,Illinois,Normal,10.5336,10.067029390165732,8.435753950518741,10.852610479406021
2008,rolling_static_cp,17047,Illinois,Normal,9.5931,8.585243228651667,7.53929969557458,10.027822244085165
2008,rolling_static_cp,17049,Illinois,Normal,10.7217,9.34038557508723,7.5797806263283265,10.139100380691788
2008,rolling_static_cp,17051,Illinois,Normal,10.032,8.962714092054352,7.502649994596367,10.009024760352386
2008,rolling_static_cp,17053,Illinois,Normal,10.9725,10.291494102448787,8.5546252816524,11.198183067800134
2008,rolling_static_cp,17055,Illinois,Normal,8.9034,8.010010018875981,6.1735742248062815,9.32775764214832
2008,rolling_static_cp,17057,Illinois,Normal,12.1011,10.618743362891099,9.152174295987447,11.49445419477275
2008,rolling_static_cp,17059,Illinois,Normal,9.9066,9.286487961135062,7.689850280395096,10.314743265541395
2008,rolling_static_cp,17061,Illinois,Normal,9.9066,9.750155164760073,8.09789467652627,10.644573814565684
2008,rolling_static_cp,17063,Illinois,Normal,11.7876,10.38417299745013,8.828481757982654,11.618681796715364
2008,rolling_static_cp,17065,Illinois,Normal,10.032,8.626469654885208,7.295949347676527,10.100683104591385
2008,rolling_static_cp,17067,Illinois,Normal,11.913,10.719305491845141,9.037039300592296,11.44761401654721
2008,rolling_static_cp,17071,Illinois,Normal,12.4773,10.910401753540992,8.569622485646109,11.766994034971514
2008,rolling_static_cp,17073,Illinois,Normal,11.5368,10.762474587785368,8.977956629121191,11.47645897325782
2008,rolling_static_cp,17075,Illinois,Normal,10.9725,10.284360766143498,8.78577889261093,11.312892964149492
2008,rolling_static_cp,17077,Illinois,Normal,9.2796,8.404523234342227,6.197599940731414,9.43657964937916
2008,rolling_static_cp,17079,Illinois,Normal,10.032,9.014281084301999,7.6064905473724,9.976614347152765
2008,rolling_static_cp,17081,Illinois,Normal,8.2137,8.27050929106689,6.261566627022444,9.417193443575172
2008,rolling_static_cp,17083,Illinois,Normal,10.2201,10.07409432019545,8.496339573867841,10.860412853871805
2008,rolling_static_cp,17085,Illinois,Normal,10.2201,9.401632008331525,7.693693788365549,10.37917089960284
2008,rolling_static_cp,17087,Illinois,Normal,9.5931,7.960668672397411,5.802331964300656,9.102679002401096
2008,rolling_static_cp,17089,Illinois,Normal,11.7876,10.805646038058581,9.077256638018243,11.651976372672284
2008,rolling_static_cp,17091,Illinois,Normal,11.0979,10.318220179994738,8.698756564048393,11.215599270144857
2008,rolling_static_cp,17093,Illinois,Normal,11.0352,10.190006479618013,8.445258555153563,11.470048760069782
2008,rolling_static_cp,17095,Illinois,Normal,12.54,11.03375984691068,9.23051356457972,11.912937107479152
2008,rolling_static_cp,17097,Illinois,Normal,8.6526,8.099227315141716,6.376229982140936,9.953382368103016
2008,rolling_static_cp,17099,Illinois,Normal,12.0384,10.849805837399328,9.232493084324604,11.97145658783251
2008,rolling_static_cp,17101,Illinois,Normal,9.2796,8.578643663343552,7.289498851049286,10.041534816374678
2008,rolling_static_cp,17103,Illinois,Normal,11.4114,10.804542469168485,9.162522770196542,11.780500115924525
2008,rolling_static_cp,17105,Illinois,Normal,11.7249,10.200156042136866,8.630588941455924,11.329458225949317
2008,rolling_static_cp,17107,Illinois,Normal,11.7876,11.052582452288812,9.369839117010384,11.932865536527725
2008,rolling_static_cp,17109,Illinois,Normal,12.9162,11.111404766172923,9.37090038806665,11.874041693786385
2008,rolling_static_cp,17111,Illinois,Normal,9.9066,9.8417282701836,7.933706948633492,10.88807896041393
2008,rolling_static_cp,17113,Illinois,Normal,11.913,11.00506036782171,9.291692467431686,12.077927630565403
2008,rolling_static_cp,17115,Illinois,Normal,11.7876,10.679516355714519,8.431284546081788,11.682455174927677
