Conformal_Method,n,picp,unsafe_miss_rate,unsafe_target,n_unsafe,mean_shortfall_t_ha,worst_shortfall_t_ha,expected_shortfall_t_ha,mean_shortfall_pct_of_yield,over_rate,mpiw
locally_adaptive,2345,0.9488272921108742,0.022174840085287847,0.04999999999999999,52,0.6846615384615385,2.364600000000001,0.015182260127931767,9.317515885881093,0.028997867803837955,3.698707420042644
phenology_stratified_cqr,2345,0.9492537313432836,0.026865671641791045,0.04999999999999999,63,0.6742079365079364,2.2269000000000005,0.018113049040511725,9.792651418084656,0.023880597014925373,3.650560682302772
sa_aci,2345,0.9240938166311301,0.03283582089552239,0.04999999999999999,77,0.6889519480519479,2.3270999999999997,0.022622302771855007,9.949569688394366,0.04307036247334755,3.320297867803838
standard_aci,2345,0.9300639658848614,0.031982942430703626,0.04999999999999999,75,0.6921440000000001,2.3225999999999996,0.022136801705756926,10.027675974879648,0.03795309168443497,3.41513565031983
static_conformal,2345,0.9488272921108742,0.026865671641791045,0.04999999999999999,63,0.6751031746031744,2.2270000000000003,0.018137100213219615,9.808145476884969,0.024307036247334754,3.649326950959489
weighted_conformal,2345,0.9471215351812367,0.027292110874200425,0.04999999999999999,64,0.6707906249999999,2.2333,0.018307292110874198,9.741545417921937,0.0255863539445629,3.6366955650319825
